content,Date,Time,name,email,number
Fly out of somewhere else if possible. I live in Jacksonville FL and took a recent trip to Costa Rica. It was much cheaper to fly out of this airport and did not have to switch planes. So I drove 5 hours. On departure the airport is old and overcrowded not enough seats in the terminal. The airline was late arriving which made things worse. However this was nothing. Upon arrival on a Saturday at 12.30 pm from Costa Rica the real fun starts. After debarkation we waited about 20 minutes to go through a self serve customs kiosk which scans your passport and takes your photo then another 20 min having a live custom agent do the same thing ok so still not too bad then down to baggage bags arrived quick then after getting your bag you have to again go through customs and have your passport checked even though you have done this twice already. This line of several hundred people was wrapped all around baggage claim. They do not look through your bags just checking your passport for the third time it makes no sense oh and there is an airport employee running around telling you not to use your cell phones in baggage claim or 500$ fine.,2021-10-03,15:45:08,Alf Holmberg,mariafransson@johansson.com,03024823691
I flew to CMB from Doha and was pleasantly surprised by the quality of the airport. I was through immigration and out of the airport in less than 30 minutes. The touts are numerous and best avoided. Outbound check-in area was nice and spacious. The duty free shops and restaurants are plentiful and toilet facilities clean. Overall CMB is a small yet modern airport.,2021-09-12,11:52:57,Keya Lall,divithalder@hotmail.com,+46 (0)07 52 88 42
There are good and bad points for CFU. The major change is the attitude of the staff - obviously the Greek economic crisis has made the staff worried about their jobs but they are not winning friends with a 'why are you coming to our airport' attitude . Still have to queue outside but the Thomson Airways staff did their best to minimise the hassle.,2021-09-22,14:17:19,Purab Acharya,reriksson@yahoo.de,(05686) 486753
Once again the most horrendous experience at Edinburgh airport. I have travelled through this airport at least twice a week for the last 6 years and the recent changes to security (and staff) has now made this the worst airport I have travelled through. This morning (Monday 18/5/15) they had again deliberately closed off the perfectly working escalators and lifts that would take you up to join the security queue. Customers could only access via the stairs but this morning the new rule was that a member of staff had blocked these off and was only letting customers through whose flight was within the next hour the rest had to join another queue in the check in area to be called later and this is just to get you up to the queues of the security area. The situation once up there has got worse and worse with the new tray and queuing system. As many other reviews mention some of the staff here are aggressive rude and behave absolutely inappropriately. I even saw one male security staff member deliberately hold back a customers tray (once the customer had left his belongings on the belt) so that he would be delayed further. This morning people were missing flights many were distressed older customers had to use stairs they couldn't manage I think this is an embarrassment to the fantastic city of Edinburgh and to the airport management team.,2021-10-03,13:26:38,Ing. Evangelia Henck,choudhuryela@gmail.com,07848823131
Well having recently traveled through Henri Coanda airport I found that there is not much before you go through security but when you are there is quite a few shops although for some unknown reason in duty free they will not accept the local currency which is the first airport I have come across that does not. In the international terminal is the Oasis self service restaurant I went to purchase a couple of drinks and I only had a couple of 100 Lei notes left the girl on the checkout went round other staff checking it was okay and not a forgery it was simply an unused note I was then asked to pay by card. I took the note back and changed it at a money exchange with no problem whatsoever and returned to pay for my drinks. When in the queue a passport control officer paid for his drink with no problem and when I mentioned it he was so rude but as I was going to go through to depart what can I say would I use this restaurant again definitely not. Would I return to Bucharest again probably not.,2021-09-26,10:24:56,Dr. Tania Eckbauer B.A.,renekitzmann@davids.de,028-239 95 98
Colombo Airport now has plenty of shops at the departure and arrival lounge. BIA needs more expansion and an expressway is underway.,2021-10-06,02:20:11,Klaudia Patberg-Hartmann,tomasblom@karlsson.com,+46 (0)27 71 51 46
"I don't normally do reviews but felt compelled to do this one after last night's experience at Dublin Terminal 1. I checked in for my flight about 1+1/2 hours before take off at 19.40pm. Going through check-in was a breeze but at security it was a nightmare. At the entrance to security are automatic doors which appear very new. At this point there was a little uniformed man barking out instructions to travellers like an RSM ""don't step beyond the yellow lines! wait your turn etc"". Passing though the automatic barriers you then had a very long zig zag queue of travellers. At this point I would hazard that about 45 mins had passed. If you had left it late as some passengers had you were going to miss your flight. The last section as always was the best bit and you had options which queue to join?! If like me you just accept that the queue you join will always be the slowest then no problem but if you're in a hurry! I got through okay and made my flight which fortunately had been delayed by 35 minutes. I am certain that many people missed their flights last night because of the delays in security. I think there is room for improvement at Dublin Terminal 1 but in the meantime would suggest that travellers check in early for flights.",2021-09-25,19:11:51,Antonio Römer,claus96@walter.com,05206139178
I arrived at this airport from Dubai at about 10pm and it took 2.5 half hours to get through immigration. Staff were slow unwilling to do anything to sort the queue and generally obnoxious.,2021-09-30,02:42:56,Arnav Luthra,hmannan@yahoo.com,0914233090
Used the Cairns domestic terminal recently. The arrivals area and baggage claim is a dump but the ticketing/check-in area and the departures area isn't bad. There's not much in the way of shopping or restaurants if you have time to kill and the seating areas are rather limited. The Qantas lounge is pretty decent and best of all it's a very short walk (just a couple of hundred feet) from the baggage claim to the taxi stand and about the same from the passenger drop-off area to the terminal entrance on arrival - though this makes the A$4 baggage cart rental fee a big rip-off. Taxis are also reasonably priced to the city despite the long distance.,2021-09-28,21:06:40,Gustav Holmberg,carl59@swipnet.se,1077691225
Little short of a shambles recently. Took over 90 minutes to get a BA 747 through immigration which meant that getting a connecting flight was touch and go. What made it a lot worse was that connecting passengers do not stay in a secure area but have to go through security again. On top of this the air con was so poor that the terminals were unpleasantly warm.,2021-09-22,16:41:43,Gerda Säuberlich,wmane@gmail.com,8739169921
Apia's airport has been upgraded and presents a warm pacific feeling. The immigration/customs staff should be taught to smile though - especially after tourists are sold on the idea of a friendly pacific paradise proudly operated by the friendliest people on earth!,2021-09-13,05:35:33,Onkar Sane,hellmutloos@web.de,08838869597
Calgary Airport has an excellent assortment of shops and services. I was there for 4 hours one morning because of a flight delay. The general public has access to a food fair airplane model store Virgin records Purdy's Chocolates to name a few. It definitely has more to offer than Vancouver or Alberta's provincial capital Edmonton's lousy airport. No wonder Calgary gets the bulk of Alberta's air traffic. I enjoyed the large windows to view arriving and departing aircraft. The FIDS screens are colourful and easy to understand.,2021-09-21,20:16:00,Keya Suresh,andreas38@karlsson.org,03623408061
"The management of this airport obviously believes that ""queuing is good for you"". Try to depart from here in the early hours and you are met with an obstructed main entrance to the departure area where you first have to pass your luggage through x-ray machines. Then you get to the departure hall which is separated from the check-in area by - you guessed it - more x-ray machines. Perversely only one x-ray machine was working when I flew out so the queue was horrendous and completely disorganized. Surely this could be easy to handle particularly now that visitors to Sri Lanka who previously obtained an entry stamp in their passports now have to pay for a visa on arrival. Where is that money going? Another annoying feature of this airport are immigration officials who are clearly chatting away to friends or family on their mobiles while on duty behind the immigration desks.",2021-09-30,16:19:17,Robin Persson,elakshi22@gmail.com,01657326411
I wonder if Guy Liardet went through the same airport as I did? It was a shambles. Check-in was fine but the problems arose at baggage screening and immigration. It took an hour to clear those two obstacles as the security guard could not recognize two books in my suitcase and I therefore had to open my case and in the next queue airport staff were not checking that departing passengers had completed their exit slips for immigration and as a result many had to fill them in in front of the immigration officers meaning that it took 5 minutes to see two people. So by the time security had been cleared we had to go straight to boarding. No time for lounges duty free or anything.,2021-10-04,08:16:04,Walfried Möchlichen,ragnar28@nilsson.com,0451-42 64 39
This airport has been downgraded by EU authorities because of security issues. Had to wait long for Star Alliance check-in (I had my sport bike). Schengen terminal 2 only 1 x-ray machine attended with enormous queuing. BUD-FRA-BRU in FRA they made again a full security check even checked my shoes and said Budapest now is a 3rd world airport sorry for inconvenience. So stressful and quite abusing.,2021-10-05,13:11:35,Shayak Divan,misha87@yahoo.com,06691 549212
Buf appears to be a nice little airport with friendly staff who are very efficient and treat customers with respect. The downside being airside shops and restaurants facilities are rather poor compared to other airports. The airport waiting areas are not too bad and gates quite near to each other. Quite a pleasant airport to fly into and out of.,2021-09-14,21:32:35,Juliana Karge,prishabajwa@savant.com,07479030907
Late evening check in for my FRA bound flight took 3 minutes. This is a remarkable fact since this is prime time at EZE airport with many long haul flights departing for SE Asia the Americas and Europe. No need any more to go to another window to pay the mandatory airport tax which saves some minutes/hassle. This is included in your fare if ticket has been purchased after March 2009. No queues/delays at security. Even when at least 100 people where waiting in line for passport control it took no more than 10 minutes in an ever moving queue since all 20 booths were manned and moving fast. Take that Miami airport! Inside the terminal relaxed feeling due to its spaciousness public areas etc.,2021-10-04,17:55:42,Hartmut Hornig,pechelanna-lena@berger.com,+49(0)2928 16242
Immigration quickly cleared and baggage quickly appeared. Travel into the city is a nightmare - the road network is wholly inadequate for a developing city. Check in for returning flight was quick with no queue but then very long wait at security probably due to heightened measures ahead of the NATO summit. Departure lounge comfortable if slightly basic but all outlets food and non-food very expensive. Range of food on offer very restricted - OK for a snack but not more (even if you could afford it). All outlets will accept EUR but do not seem to have change.,2021-09-19,16:13:28,Felizitas Trupp B.Eng.,aayushgoel@bhargava.info,+49(0)0841434468
I have been traveling to this airport for over 20 years and they have made significant improvements that translate to shorter wait times. I have never seen them screen every bag there must have been a specific reason for that. The best advice I offer is do not travel on Saturday. That is by far the busiest day with the longest wait times due to timeshare owners.,2021-10-09,17:54:59,Karl Johansson,troestklaus-michael@nerger.de,+915535370680
Flew through again on the 19th of December and the new terminal really is needed. Forty minutes of bus journeys and over crowded business lounge again. In addition Qatar airways do not let platinum/emerald card holders use the 1st class lounge!,2021-09-29,14:42:34,Akarsh Sangha,binnernelli@adolph.de,+49(0) 988580994
The queues were made less bearable by jobs worth grumpy and disrespectful staff. Officials need to get a grip on the 30-45 min queues at peak time and use Easyjet's methodology of directing passengers to the next available assistant or security point. The staff badly need training. I'm sure there are good staff too but they need to get rid of the unhelpful and incompetent staff that are sending passengers home with sour tastes in their mouths and who may decide on another destination for their next holiday rather than face Faro airport again.,2021-10-01,09:09:32,Karl Sandberg,lindstromaxel@larsson.se,05129322253
We have flown from Cardiff airport for over 30 years. My mother and father used to fly twice a year back and forth between Dublin in the late 50's and early 60's and as a child I flew regularly between Cardiff and Dublin to visit family. As a family I my husband and my two teenage sons have used the airport since 2001. In December 2001 we flew on a day trip to Lapland. In 2006 it was with Thomson to Sanford Florida and experienced no problems. Again in 2008 to Sanford Florida with Monarch. In this occasion we arrived at the airport at 4am for our 7 am flight and didn't check in until 6.15 due to a computer crash. We then used the airport in 2009 to fly to Dublin. We didn't return until 2012 where we flew back to Dublin. We are flying yet again to Dublin in October this year and are hoping to have another stress free experience at this airport!,2021-09-14,06:57:54,Tejas Tank,arvidssongunnar@swipnet.se,027-210 18 64
I am aged on wrong side of 70 not a regular flyer. On return flight to Ireland on 11/09/14 I feel I was treated as no better by security staff (and I wholly approve of stringent security checks at airports) than a common criminal. The guy who checked me made me remove my shoes spread-eagled me and when he found I had failed to remove a few scraps of paper from my pockets dealt with me in a sneering and ill mannered fashion. Never again.,2021-10-04,06:45:01,Frau Sibylla Stumpf,michailbaerer@tlustek.com,7422739866
Flew to Pisa with Ryanair. Flight takes off early morning and the airport was empty at that time (07:30) we were the only people checking in beats Manchester and foggy Leeds Bradford. Nice and small no car park shuttle bus rubbish. Car park easy to navigate short walk to the terminal few check in desks - not hard to find yours thoroughly pleasant.,2021-09-11,17:49:08,Yasmin Dhillon,erikhogberg@live.se,08324 015686
Transiting from London and to Washington DCA was a delight. A large number of immigration officers at their desks waiting for us to get off the plane courteous and friendly staff two people in front of me at the security check to get back into the airport. The terminal is adequate with the usual selection of shops and cafes. By far the best arrival experience I have had in the USA for decades.,2021-09-10,13:40:53,Pari Upadhyay,fredrikssonanna@gmail.com,+46 (0)39 30 97 82
Booked with Malev AMS-BUD-IST with a transfer time of 45 minutes far too short. A very long line-up to exit the EU with few customs officials impossible! Several people missed their connecting flight. Very frustrating and inefficient system. Officials unable to help those who were missing their connecting flights. Beware while traveling through BUD on a short transfer!,2021-10-02,06:23:45,Hans Jürgen Süßebier B.Sc.,schaafluise@zirme.org,+46 (0)8 327 144 60
I travelled to Dubai last 3 month. Airport was clean the ground staff very helpful. I was pleasantly surprised. The airport was very well sign-posted. The security lines were quite short the personnel manning these were very pleasant and helpful. The bathrooms were extremely clean and the food stalls had lots of interesting things. I highly recommended.,2021-10-10,02:32:17,Neysa Sharaf,mohanlalchoudhry@dugar-gupta.com,+914436719112
My Homebase airport and of course I'd like to start and to arrive here. But I also want to criticize some points: no free Wlan! I think this is really utterly impossible in the modern world of today! Other thing is when I see the passport control for non-EU citizens its always crowded specially when the noon times airliners from UAE Russia and Turkey (with 777 and A330) arrive. Parking is too expensive! Bus connections could be better. Remaining points are ok. The airport is very clean they solved the problems with the signs and also the gastronomy is very good (but also very expensive!). Personnel are mostly very friendly and there are not many delays on a normal day.,2021-09-29,19:13:57,Iris Johansson,trisha36@lall-mannan.com,0987-43 23 80
Unfortunately I was very disappointed in this airport. For all the traffic they get from cruise ships they should have plenty of money to expand. They need to be triple the size! Long long check-in lines escalator not working long lines to elevator. In line for security screen were told that only flights leaving in the next 2.5 hours could be admitted though. People were waiting everywhere. Upgrade upgrade. I'll avoid this airport at all costs.,2021-09-28,01:31:18,Ilse Kramer,somdharmajan@raval-balan.org,07635 94380
Upon arrival before passport control touts approach you trying to get money for helping you through immigration or for organizing taxis. Completely unnecessary help! Departure hall chaotic and people smoking everywhere. Filthy toilets. Hard to understand how a country with tourism being so important and with special tourist police doesn't do anything about the airport.,2021-09-28,20:18:58,Univ.Prof. Siglinde Stoll B.Sc.,vanyasinghal@gmail.com,7812575404
Think it only has a dozen flights or so a day exclusively under the Air NZ banner now Freedom Air is being re-amalgamated into Air NZ. It has been well modernised and seems very spacious. It has the advantages of a small airport with short distances plane to terminal to baggage collection and to car park. We were in the car and off within 10 mins of getting off the lane. On departure there is a great upstairs light and airy waiting/eating/ arrivals area with plenty of space and excellent views. There are adequate drinks food and shop. The only downside was that the hire car companies closed quite early so as we were arriving at 9.00 pm we had to persuade friends to come and collect us.,2021-09-27,22:50:45,Falko Hörle,kundashayak@deo.com,+49(0)3778142463
A total circus at the airport immigration wait was not too bad although very unfriendly at the Visa Section. The Porters are a total joke! We ended up with 5 Porters holding onto our two bags and all demanding copious amounts of US dollars for handling them. We found the Porters intimidating to say the least! Completing the checking in process took an age so my advice would be to leave sufficient time prior to boarding.,2021-09-11,01:25:08,Ehrhard Gumprich,nilssonbirgitta@yahoo.de,5934562390
Arrived in Guayaquil with Avianca from Bogota last week. The airport is a beautiful and modern structure clean and functional. Immigration was less than professional with the agent being rude and curt. On departure after a very quick check-in I once again faced a less than friendly immigration agent. At least the departure tax is now included in the price of your ticket. Jose Joaquim de Olmedo airport is the only choice for southern Ecuador and if not for the poorly trained personnel it provides a good facility for travelers. In the main terminal on arrival there are several eateries to choose from including a few US chains.,2021-10-07,18:59:36,Prof. Max Lindau,gabi26@sauer.de,+49(0)7084 230000
Dubai airport is as expected for any international airport. My complaint would only be the uncaring attitude of the customer service agents at boarding/transit gates. The transit agents premark their surveys (rating themselves excellent) and ask passenger to sign and seal it. When I asked the boarding agent at this gate if my companion and I could get adjacent seats (not 5 rows away) her response was you should have checked in online and selected the seats 24 hrs before. That would be difficult considering I purchased tickets 24 hrs ago and got on their Emirates flight and their agent had selected our seats.,2021-09-25,21:39:54,Azad Agrawal,fdesai@hotmail.com,+46 (0)8 470 214 87
An airport with very basic facilities. Arrival was smooth: I waited for around 15 min for immigration clearance and 10 min for customs clearance (which was ok). In front of visa counter I saw crowds of passengers applying for visa (fortunately I did not need a visa) so if you are flying with a wide-body aircraft and you need a visa it pays to disembark as early as possible so you could proceed to visa counter quickly. The taxi stand outside arrival hall claimed to offer 'govt-regulated' fares to different parts of the city but the list could be ignored as it is pricey. Bargain with drivers. There was an exchange shop at the far end of the arrival hall which offered a relatively better exchange rate - Very similar to the rate in city so if one needs to buy some TZS that's a better option. Departure was more chaotic with the main problem being a lack of any flight information display. You just do not know which lounge is for which flight. There are a few shops in departure lounges but not impressive in particular.,2021-09-24,16:36:00,Margareta Öberg,charvikarpe@bassi.com,0125315675
Wifi only available for 30 minutes. Even that is hard to connect and when you eventually do get connected then the reception keeps dropping. Dubai should work on providing free Wifi all other major and smaller airports do.,2021-10-06,18:44:53,Eckhardt Löffler,kristina02@yahoo.de,08-109 31 71
"Plenty of time to study Corfu Airport as we had a 6 hour delay for the return flight courtesy of easyJet. In some respects it has improved in the intervening period eg. more space in the departure lounge but in others it remains the same eg. rip-off prices for refreshments. Arrival was easy particularly since we were on hand luggage only and there were few other flights at that time. Departure seemed smooth enough too until the delay became apparent. We acted on the advice of previous correspondents and entered through Arrivals but in any case the check-in area was not too crowded. Seeing that the departure lounge had plenty of empty seats we went swiftly to security (short queues) and were through quite quickly. Our online paper boarding ""cards"" did seem to be a cause of some surprise though. We were quite impressed by the security staff who were both pleasant and efficient. I forgot to extract my liquids bag from my hand luggage: it was spotted on the scanner I was asked politely to open my bag and after the contents were inspected I was thanked. On our second passage through having had to go back to the landside restaurant for our free ""light refreshments"" the pencils my wife invariably carries in the top of her socks were spotted and investigated: no one else has ever noticed them on any of our trips abroad. The departure lounge did become crowded at times announcements were hard to hear - partly because of the combined noise of several hundred people but also because of the speed at which many of them were made - and the screens were less than informative or up-to-date. There seemed to be long queues at the food counter and if the prices we saw as we had our free refreshments in the restaurant were any indication the airport must be making a mint (each free pie + bottle of water would have cost 5 euros with a 1.50 euro cover charge on top). Predictably enough our spare unopened bottle of water handed out in the restaurant upstairs then had to be surrendered at security downstairs but the security lady was charming about it. When we returned to the departure lounge after our refreshments it was much quieter and there was room to spread out for the rest of our wait though the metal seats are scarcely comfortable. Also why are they in threes when so many passengers are in couples? Overall a mixture of pluses and minuses but I would give it 3 stars rather than 2 because of the surprisingly positive impression we gained of the security staff.",2021-09-14,22:41:59,Irene Jakobsson,anyavarughese@loke.com,08-914 038 34
The immigration officials were a bit incompetent. Mostly due to lack of familiarity with computers. Airport facilities are fine and I had flown before through the airport. But immigration and customs are not like other US airports. I would avoid it if this is your port of entry because of this. Otherwise domestically it is fine.,2021-09-18,07:42:57,Stuvan Deshpande,bhaminidalal@hotmail.com,+910524738469
Remember my stay here as smooth and a pleasure. Superb view of the airport from several spots which I appreciated. Ground crew put on viking helmets when the Norwegian Air Shuttle came in. Quite a small airport perhaps a bit too small which gives little options for food and other things you might want to purchase. Everything else,2021-10-09,10:58:21,Elvira Nilsson,mannemadhup@hotmail.com,+914407395174
I've only used the domestic portion (I fly via SYD) and while it is small and a bit run-down it's not a bad airport. In addition to the too-tiny baggage carousel the Virgin Blue check-in area needs to be rearranged a bit. The queue for computerized check-in became entangled in the queue for the baggage drop. The computerized check-in area needs to be moved further away. I also appreciated the centralized booking desk for the shuttles to town. On my last trip there I liked the convenience of on-site car rental and return but as with any Australian airport you pay an extra tax on the car that you wouldn't if you rented the car in town.,2021-09-21,16:19:24,Michael Möller,larssonmartin@googlemail.com,06030661943
Arrived in the domestic section in the evening. Bags out quickly no matching of the bag-tag to the baggage receipt as can be the case in other airports. Left on the international side the following morning. Check-in reasonably quick. No waiting for passport control. Security check also quick though followed up by a pat-down. Once airside the food options are limited. The small smoky cafe served very expensive filter coffee at 38RMB (espresso machine broken) but the Udon noodles at 40RMB were excellent. Shopping limited. The Terminal is bright nice and airy though fairly small - only five gates in the international section. When taxiing you get a nice view of the military airport the closest foreigners will get to seeing chinese airforce planes.,2021-10-06,05:49:51,Louise Gustafsson,holm53@hotmail.de,+912666961782
This was our first trip to Bali. Having read some awful reviews before our departure we went with a great deal of apprehension and limited expectations. I must say however that our experience - both arrival and departure - was excellent. When we arrived the total time taken from VOA through immigration baggage collection and customs to the waiting hotel car was just about 15-20 minutes. On our departure we left the hotel early (anticipating long queues and delays) to arrive at the airport some 3 hours before our scheduled departure. The time taken from the time we got out of the car until we reached the departure gates (baggage screening check-in airport tax immigration and security) took us all of 20 minutes or so. Throughout the process we encountered friendly and efficient staff. We thus had a lot of time to spend at the airport and we found the shops restaurants and facilities to be very good. On the whole we had an excellent experience.,2021-09-12,22:03:09,Emmi Gotthard-Davids,asen@sridhar-shukla.com,+49 (0) 1461 252746
The airport is tiny! Too many passengers use this airport. The potential of this City is enormous! Government needs to show some care for Coimbatore.,2021-10-03,22:27:22,Prof. Inga Köster,adahgole@gade.com,2200811402
Had a fabulous experience transiting through DEL. Queuing was surprisingly efficient during the early morning hours. Loads of shopping/eating opportunities. I can see this airport becoming a major air hub in the near future. Highly recommended!,2021-09-15,08:42:03,Olov Norman,lindgrensten@telia.com,08337796045
Arrived and departed this airport with complete ease speed and helpfulness. The airport is beautifully clean and welcoming. I have used it many times on long haul from UK and it is a pleasure always.,2021-10-04,11:34:28,Aaina Dora,wklapp@henk.de,5505756913
No problems arriving at Chcago o Hare. The immigration officer was very friendly. Queues were minimal and we got our luggage quickly. Leaving was equally problem free. Luckily we ate land side as there was almost nothing airside. Just a few stalls selling sandwiches. Is this normal or part of work being done?,2021-10-10,12:12:57,Annelise Schlosser,nrogge@hotmail.de,00528829633
Delhi's new Terminal 3 has finally opened. Lots of aerobridges travelators well laid out baggage hall clean toilets - a truly superior experience compared to the old terminal. I wish they could improve the calibre of people at Immigration and it isn't fully ready (lounges and outlets are still being put into place) but it is an international quality terminal. I noticed that there is now a proper transit area for connecting passengers.,2021-09-25,05:31:36,Anders Mårtensson,aynurbarkholz@googlemail.com,+46 (0)8 383 280 07
Emirates are scheduling tighter and tighter connections through DXB. 1 hr 20 mins is simply not doable with traffic delays in the early mornings bussing from remote stands chronically slow transit security rail connections between terminals horrendous walking distances to remote gates and a requirement by Emirates to be at the gate 30 minutes before departure - it's just not possible. Transiting though DXB a few years ago just involved long walks now it's an exhausting and highly stressful undertaking which in future I shall endeavour to avoid by choosing another airline. If Emirates were handling livestock instead of passengers they'd probably lose their licence.,2021-09-12,00:10:02,Leif Larsson,amuelichen@pergande.com,+49 (0) 5486 014577
As an independent traveller I am amazed that company reps seem to have so much control or imply they have control over who waits in and outside the terminal building for flights. The tour companies must take responsibility for their own customers and not interfere with independent travellers. Half of the congestion is caused by the tour operators collecting customers for a number of flights on the same coach meaning many are arriving at the airport well in advance of their required check in time! I travel to Corfu at least twice a year and have done so for the past 10 yrs. The tour operators are causing most of the problems by bringing flights in on basically two transfer days. It has got worse not better over time. What they need to remember is that passengers are their clients and it is they who should be calling the tune not the other way round and certainly passengers should not be herded around like sheep when they pay such prices for their holidays!! The airport and its staff are wonderful. It is clean and tidy everyone is friendly. Scanners were better this May than they have been in the past. Tour companies are the problem!,2021-09-18,06:05:17,Prof. Adelgunde Lindau MBA.,gjungfer@gmail.com,+49(0) 446018635
The new airport a huge improvement from the dated one next door the business class lounge with reasonable amenities from buffet style food and cold beer and juices available from the self serve fridge newspapers in English and free internet available. Comfortable seating with a view to the runway business class check-in very smooth with your own line for security check so no waiting. All in all a well designed modern airport my only gripe is it takes some time waiting for your visa on arrival to process once you get to immigration especially if another flight has arrived there should be more immigration officers on the counters for a smoother flow of passengers.,2021-10-01,15:23:50,Rebecka Friberg,fholzapfel@gmx.de,07774740226
There is a restriction on taking liquids through customs. This is when you go through passport control not when you first enter the airport and have to have your luggage scanned - you are fine to take liquids beyond that point just not through to the other side of passport control. Fine to take sandwiches etc just not drinks - so had to pay 5 lira for a 500 ml bottle of water. Noticed this time that there is even less seating than there was at the beginning of the season which means that if you want a seat you have to sit in the food court areas. We did this and kept getting asked if we were going to buy anything. Take something to eat with you but you just have to grin and bear it to pay the price for a drink if you are desperate.,2021-10-07,16:16:51,Olov Linder,wernerbogdan@web.de,+46 (0)8 039 735 58
Excellent on arrival clean efficient immigration system utter chaos on leaving avoid this airport.,2021-09-10,19:16:00,Waltrud Seifert,johanssonfredrik@karlsson.com,+49 (0) 1094 311460
Arrived at Chiang Mai Airport on a domestic Thai Airlines flight from Bangkok after transferring from a Bangkok Airways flight from Siem Reap. Upon arrival in Chiang Mai we waited and waited for our baggage to arrive. After nearly everyone else had left with their bags we asked around and found that our bags had been sent to the international arrivals area at the other end of the airport. Although our arriving flight was a domestic one the baggage had been transferred at Bangkok (we didn't have to claim it and go through customs there,2021-09-30,15:16:43,Seher Sharma,mahika13@thaman.biz,08-76 75 37
Travel here quite often. WIFI used to be unusable at all but things are progressing. The queueing is usually fast but you bet your shoes or only metal glasses will beep - most sensitive metal detector on earth. Personnel generally not pleasant given by culture. Forgot phone once on board nobody bothered much to help me and nobody ever called back despite they promised etc. From service point still lot to learn.,2021-10-07,19:58:51,Samiha Dhillon,misicherelfi@yahoo.de,0882608047
A clean modern airport but managed by incompetents. It took 2.5hrs from entering the airport to getting into the departure lounge. Increased security is the excuse but it does boil down to very bad management. Massive queues in the initial security re luggage (45 minutes)  check in with Qatar was fairly quick (15 minutes) followed by very slow moving long queues at immigration control with staff working at a snail's pace ( 60 minutes) followed by personal and hand luggage security checks (30 minutes which involved manual tick sheets where each passenger had to be marked off involving 3 staff collectively looking down a list. As a frequent traveller I see many airports and this has to be the slowest and most badly managed airports.,2021-10-05,09:59:33,Ana Schottin-Schleich,zitakranz@googlemail.com,01891509204
This Airport especially late at night at the international departures is now overloaded with passengers taking flights that the queues have become horrendous both at the first security check before you get to the check in. The it takes 45 mins now just to clear immigration & another 15-20mins to go through another security check before you reach your gate. Now plans are in place to expand the international terminal & at this time of night its like a zoo. Don't bother buying from the Duty Free as the prices are sky high & you could have bought these cheaper in town.,2021-09-15,08:12:20,Alexandra Svensson,ysandstrom@gmail.com,+49(0) 389962619
Eindhoven was nice. Parking in front of terminal 1 minute walk. Straight towards check inn. In the transit zone a good shop for food and drinks. Enough comfortable seating in the boarding areas. Clean toilets. No security or gun toting SWAT teams around. Very relaxed atmosphere.,2021-09-15,09:02:18,Taran Agrawal,xdeep@jaggi.com,(01013) 361773
I used Nagoya as a transit airport between Indonesia and USA. Quick arrival procedures. Everything was well signed in Japanese and English. Transfer desk was unmanned but I bypassed as I already had boarding pass for connecting flight. Security was fast and polite. Terminal was clean and orderly. My flight was delayed by 10 hours. Terminal has high ceilings and big windows looking out over ramp providing an open feeling. Clean restrooms. Only 1 restaurant which only takes Japanese Yen and a Starbucks but there are several money exchange booths. I did not find an ATM anywhere. Lots of duty-free and high-end shops but only one very poorly stocked news stand. Free Internet throughout airport both via wifi and several laptop stations with Ethernet power plugs chair and light. Lots of vending machines throughout but only take Yen.,2021-09-22,16:08:24,Ehsaan Acharya,njohansson@swipnet.se,+917779249218
"Security staff are arrogant with little or no sense of Customer Service. I had a vital piece of equipment confiscated from my luggage on the pretext that it was ""dangerous"". The item was a small roll of soft rubber strip about 150mm diameter. It was a specially made part for a 90 year old vintage car and I told them that. The woman said it was not allowed; I protested that it was soft rubber and could not harm anyone or anything. She called her supervisor who told me it was ""very dangerous"" - his tone was arrogant as well as stupid. So I lost something worth a lot of money. Personally I will never travel to Dubai ever again.",2021-10-10,13:20:53,Raunak Johal,gatikanne@choudhry.com,+46 (0)95 85 63 12
I was through Edmonton Int'l Airport a few weeks ago for the first time in about 8 months. I was shocked at the improvement. It is extremely well-lit and spacious. Very easy to clear security and move around post-security. The only things lacking were decent shops and amenities. But for a small airport they're certainly adequate.,2021-09-13,23:31:03,Rhea Gopal,parinaazkurian@vohra-aggarwal.com,+916415220823
I transited through DXB T3 twice last month. I found the terminal very crowded with queues for customs and toilets. I was not able to find a seat to wait for my connection flight.,2021-10-10,03:25:12,Saksham Char,ydhillon@char.com,(00674) 05210
